athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Thomas, Markeeta",Clemson,ACC,100H,2016,FR-1,,,13.75,s,ACC Championships,2016-05-13,,,-1.1,Outdoor,https://www.tfrrs.org/results/46634/2876435/ACC_Championships/100-Hurdles,TFRRS all_performances
"Robinson, Torie",Clemson,ACC,400H,2016,SO-2,,,1:00.63,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876412/ACC_Championships/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2016,FR-1,,,1:00.07,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876412/ACC_Championships/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2016,FR-1,,,1:00.22,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876412/ACC_Championships/400-Hurdles,TFRRS all_performances
"James, Olivia",Clemson,ACC,400m,2016,JR-3,,,53.94,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"James, Olivia",Clemson,ACC,400m,2016,JR-3,,,54.12,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Parrish, Deja",Clemson,ACC,400m,2016,SO-2,,,52.80,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Parrish, Deja",Clemson,ACC,400m,2016,SO-2,,,52.94,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Amsterdam, Iana",Clemson,ACC,Long Jump,2016,JR-3,,,5.98,m,ACC Championships,2016-05-13,,,1.2,Outdoor,https://www.tfrrs.org/results/46634/2876445/ACC_Championships/Long-Jump,TFRRS all_performances
"Land, Mimi",Clemson,ACC,Long Jump,2016,SR-4,,,6.10,m,ACC Championships,2016-05-13,,,0.9,Outdoor,https://www.tfrrs.org/results/46634/2876445/ACC_Championships/Long-Jump,TFRRS all_performances
"Terrell, Anasterasia",Clemson,ACC,Long Jump,2016,JR-3,,,5.77,m,ACC Championships,2016-05-13,,,0.2,Outdoor,https://www.tfrrs.org/results/46634/2876445/ACC_Championships/Long-Jump,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2016,FR-1,,,1:00.67,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882912/NCAA_Division_I_-_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2016,FR-1,,,58.69,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882912/NCAA_Division_I_-_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"James, Olivia",Clemson,ACC,400m,2016,JR-3,,,54.15,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882927/NCAA_Division_I_-_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Land, Mimi",Clemson,ACC,Long Jump,2016,SR-4,,,6.19,m,NCAA Division I - East Preliminary Round,2016-05-26,,,0.8,Outdoor,https://www.tfrrs.org/results/46682/2882923/NCAA_Division_I_-_East_Preliminary_Round/Long-Jump,TFRRS all_performances
"Land, Mimi",Clemson,ACC,Long Jump,2016,SR-4,,,6.15,m,NCAA Division I Track & Field Championships,2016-06-08,,,1.2,Outdoor,https://www.tfrrs.org/results/46699/2884173/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.65,s,Raleigh Relays,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44884/2738564/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.74,s,Raleigh Relays,2016-03-25,,,0.2,Outdoor,https://www.tfrrs.org/results/44884/2738564/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2016,FR-1,,,1:04.67,s,Raleigh Relays,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44884/2738548/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,400H,2016,SR-4,,,1:00.71,s,Raleigh Relays,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44884/2738548/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2016,FR-1,,,4.89,m,Raleigh Relays,2016-03-25,,,0.6,Outdoor,https://www.tfrrs.org/results/44884/2738545/Raleigh_Relays/Long-Jump,TFRRS all_performances
"Johonnot, Karli",Duke,ACC,100H,2016,SR-4,,,14.45,s,Battle of the Blues,2016-04-01,,,-1.0,Outdoor,https://www.tfrrs.org/results/45230/2758793/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.83,s,Battle of the Blues,2016-04-01,,,-1.0,Outdoor,https://www.tfrrs.org/results/45230/2758793/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2016,FR-1,,,1:02.30,s,Battle of the Blues,2016-04-01,,,,Outdoor,https://www.tfrrs.org/results/45230/2758781/Battle_of_the_Blues/400-Hurdles,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2016,FR-1,,,55.02,s,Battle of the Blues,2016-04-01,,,,Outdoor,https://www.tfrrs.org/results/45230/2758792/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2016,JR-3,,,53.55,s,Battle of the Blues,2016-04-01,,,,Outdoor,https://www.tfrrs.org/results/45230/2758792/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Johonnot, Karli",Duke,ACC,Long Jump,2016,SR-4,,,5.68,m,Battle of the Blues,2016-04-01,,,0.5,Outdoor,https://www.tfrrs.org/results/45230/2758795/Battle_of_the_Blues/Long-Jump,TFRRS all_performances
"Panton, Domonique",Duke,ACC,Long Jump,2016,FR-1,,,5.11,m,Battle of the Blues,2016-04-01,,,0.5,Outdoor,https://www.tfrrs.org/results/45230/2758795/Battle_of_the_Blues/Long-Jump,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.68,s,Spec Towns Invitational 2016,2016-04-08,,,1.4,Outdoor,https://www.tfrrs.org/results/42363/2780610/Spec_Towns_Invitational_2016/100-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2016,FR-1,,,1:04.22,s,Spec Towns Invitational 2016,2016-04-08,,,,Outdoor,https://www.tfrrs.org/results/42363/2780589/Spec_Towns_Invitational_2016/400-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,400H,2016,SR-4,,,1:00.62,s,Spec Towns Invitational 2016,2016-04-08,,,,Outdoor,https://www.tfrrs.org/results/42363/2780589/Spec_Towns_Invitational_2016/400-Hurdles,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2016,FR-1,,,55.00,s,Spec Towns Invitational 2016,2016-04-08,,,,Outdoor,https://www.tfrrs.org/results/42363/2780602/Spec_Towns_Invitational_2016/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2016,JR-3,,,54.35,s,Spec Towns Invitational 2016,2016-04-08,,,,Outdoor,https://www.tfrrs.org/results/42363/2780602/Spec_Towns_Invitational_2016/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,SO-2,,,53.70,s,Spec Towns Invitational 2016,2016-04-08,,,,Outdoor,https://www.tfrrs.org/results/42363/2780602/Spec_Towns_Invitational_2016/400-Meters,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2016,FR-1,,,5.30,m,Spec Towns Invitational 2016,2016-04-08,,,-1.2,Outdoor,https://www.tfrrs.org/results/42363/2780616/Spec_Towns_Invitational_2016/Long-Jump,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.58,s,Mt. SAC Relays/CA Invitational Multi Events,2016-04-13,,,0.7,Outdoor,https://www.tfrrs.org/results/43242/2854293/Mt_SAC_Relays_CA_Invitational_Multi_Events/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,Long Jump,2016,SR-4,,,5.78,m,Mt. SAC Relays/CA Invitational Multi Events,2016-04-13,,,0.1,Outdoor,https://www.tfrrs.org/results/43242/2854297/Mt_SAC_Relays_CA_Invitational_Multi_Events/Long-Jump,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2016,SO-2,,,54.83,s,Mt. SAC Relays,2016-04-14,,,,Outdoor,https://www.tfrrs.org/results/45871/2806829/Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2016,SR-4,,,53.89,s,Mt. SAC Relays,2016-04-14,,,,Outdoor,https://www.tfrrs.org/results/45871/2806949/Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,JR-3,,,53.53,s,Mt. SAC Relays,2016-04-14,,,,Outdoor,https://www.tfrrs.org/results/45871/2806829/Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Johonnot, Karli",Duke,ACC,100H,2016,SR-4,,,14.30,s,Duke Invitational,2016-04-22,,,0.6,Outdoor,https://www.tfrrs.org/results/46101/2826789/Duke_Invitational/100-Hurdles,TFRRS all_performances
"Johonnot, Karli",Duke,ACC,100H,2016,SR-4,,,14.48,s,Duke Invitational,2016-04-22,,,0.7,Outdoor,https://www.tfrrs.org/results/46101/2826789/Duke_Invitational/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2016,FR-1,,,15.55,s,Duke Invitational,2016-04-22,,,0.7,Outdoor,https://www.tfrrs.org/results/46101/2826789/Duke_Invitational/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.79,s,Duke Invitational,2016-04-22,,,0.7,Outdoor,https://www.tfrrs.org/results/46101/2826789/Duke_Invitational/100-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2016,FR-1,,,1:04.31,s,Duke Invitational,2016-04-22,,,,Outdoor,https://www.tfrrs.org/results/46101/2826776/Duke_Invitational/400-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,400H,2016,SR-4,,,59.44,s,Duke Invitational,2016-04-22,,,,Outdoor,https://www.tfrrs.org/results/46101/2826776/Duke_Invitational/400-Hurdles,TFRRS all_performances
"Banks, Anima",Duke,ACC,400m,2016,SR-4,,,55.45,s,Duke Invitational,2016-04-22,,,,Outdoor,https://www.tfrrs.org/results/46101/2826787/Duke_Invitational/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2016,FR-1,,,55.97,s,Duke Invitational,2016-04-22,,,,Outdoor,https://www.tfrrs.org/results/46101/2826787/Duke_Invitational/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,SO-2,,,53.94,s,Duke Invitational,2016-04-22,,,,Outdoor,https://www.tfrrs.org/results/46101/2826787/Duke_Invitational/400-Meters,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,14.02,s,Penn Relays,2016-04-28,,,0.8,Outdoor,https://www.tfrrs.org/results/46385/2856055/Penn_Relays/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2016,FR-1,,,15.07,s,ACC Championships,2016-05-13,,,1.2,Outdoor,https://www.tfrrs.org/results/46634/2876439/ACC_Championships/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.58,s,ACC Championships,2016-05-13,,,0.5,Outdoor,https://www.tfrrs.org/results/46634/2876439/ACC_Championships/100-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2016,FR-1,,,1:03.16,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876412/ACC_Championships/400-Hurdles,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2016,FR-1,,,55.98,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2016,JR-3,,,53.96,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2016,JR-3,,,54.29,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,SO-2,,,53.50,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,SO-2,,,53.51,s,ACC Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/46634/2876434/ACC_Championships/400-Meters,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2016,FR-1,,,5.09,m,ACC Championships,2016-05-13,,,0.5,Outdoor,https://www.tfrrs.org/results/46634/2876443/ACC_Championships/Long-Jump,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,Long Jump,2016,SR-4,,,5.72,m,ACC Championships,2016-05-13,,,-0.7,Outdoor,https://www.tfrrs.org/results/46634/2876443/ACC_Championships/Long-Jump,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.43,s,NCAA Division I - East Preliminary Round,2016-05-26,,,1.3,Outdoor,https://www.tfrrs.org/results/46682/2882928/NCAA_Division_I_-_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.54,s,NCAA Division I - East Preliminary Round,2016-05-26,,,1.0,Outdoor,https://www.tfrrs.org/results/46682/2882928/NCAA_Division_I_-_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,400H,2016,SR-4,,,59.99,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882912/NCAA_Division_I_-_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2016,JR-3,,,53.85,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882927/NCAA_Division_I_-_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,SO-2,,,52.88,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882927/NCAA_Division_I_-_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2016,SO-2,,,53.75,s,NCAA Division I - East Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46682/2882927/NCAA_Division_I_-_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,100H,2016,SR-4,,,13.59,s,NCAA Division I Track & Field Championships,2016-06-08,,,1.1,Outdoor,https://www.tfrrs.org/results/46699/2884634/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Maslowski, Teddi",Duke,ACC,Long Jump,2016,SR-4,,,5.81,m,NCAA Division I Track & Field Championships,2016-06-08,,,-0.3,Outdoor,https://www.tfrrs.org/results/46699/2884638/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Farrington, Melissa-Maree",Florida State,ACC,100H,2016,JR-3,,,13.79,s,USF Bulls Invitational,2016-03-17,,,-0.1,Outdoor,https://www.tfrrs.org/results/43769/2715038/USF_Bulls_Invitational/100-Hurdles,TFRRS all_performances
"Sadeiko, Grete",Florida State,ACC,100H,2016,JR-3,,,14.43,s,USF Bulls Invitational,2016-03-17,,,-0.8,Outdoor,https://www.tfrrs.org/results/43769/2715038/USF_Bulls_Invitational/100-Hurdles,TFRRS all_performances
"Banton, McKoya",Florida State,ACC,100H,2016,FR-1,,,14.47,s,Florida State Relays,2016-03-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/44862/2735541/Florida_State_Relays/100-Hurdles,TFRRS all_performances
"Farrington, Melissa-Maree",Florida State,ACC,100H,2016,JR-3,,,13.61,s,Florida State Relays,2016-03-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/44862/2735541/Florida_State_Relays/100-Hurdles,TFRRS all_performances
"Jean, Mulern",Florida State,ACC,100H,2016,SR-4,,,13.20,s,Florida State Relays,2016-03-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/44862/2735541/Florida_State_Relays/100-Hurdles,TFRRS all_performances
"Sadeiko, Grete",Florida State,ACC,100H,2016,JR-3,,,14.15,s,Florida State Relays,2016-03-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/44862/2735541/Florida_State_Relays/100-Hurdles,TFRRS all_performances
"Setterington, Nicole",Florida State,ACC,100H,2016,JR-3,,,13.63,s,Florida State Relays,2016-03-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/44862/2735541/Florida_State_Relays/100-Hurdles,TFRRS all_performances
"Williams, Peta-Gay",Florida State,ACC,100H,2016,FR-1,,,13.78,s,Florida State Relays,2016-03-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/44862/2735541/Florida_State_Relays/100-Hurdles,TFRRS all_performances
"Freeman, Der'Renae",Florida State,ACC,Long Jump,2016,SR-4,,,6.21,m,Florida State Relays,2016-03-25,,,-0.5,Outdoor,https://www.tfrrs.org/results/44862/2735554/Florida_State_Relays/Long-Jump,TFRRS all_performances
"Sadeiko, Grete",Florida State,ACC,Long Jump,2016,JR-3,,,5.97,m,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,,,1.1,Outdoor,https://www.tfrrs.org/results/43409/2836087/2016_Nike_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Freeman, Der'Renae",Florida State,ACC,Long Jump,2016,SR-4,,,6.29,m,Florida Relays,2016-03-31,,,0.8,Outdoor,https://www.tfrrs.org/results/43368/2772288/Florida_Relays/Long-Jump,TFRRS all_performances
"Farrington, Melissa-Maree",Florida State,ACC,100H,2016,JR-3,,,14.09,s,Rafer Johnson-Jackie Joyner Kersee Invitational,2016-04-09,,,-2.4,Outdoor,https://www.tfrrs.org/results/43382/2783993/Rafer_Johnson-Jackie_Joyner_Kersee_Invitational/100-Hurdles,TFRRS all_performances
"Jean, Mulern",Florida State,ACC,100H,2016,SR-4,,,13.75,s,Rafer Johnson-Jackie Joyner Kersee Invitational,2016-04-09,,,-0.5,Outdoor,https://www.tfrrs.org/results/43382/2783993/Rafer_Johnson-Jackie_Joyner_Kersee_Invitational/100-Hurdles,TFRRS all_performances
"Setterington, Nicole",Florida State,ACC,100H,2016,JR-3,,,13.99,s,Rafer Johnson-Jackie Joyner Kersee Invitational,2016-04-09,,,-0.5,Outdoor,https://www.tfrrs.org/results/43382/2783993/Rafer_Johnson-Jackie_Joyner_Kersee_Invitational/100-Hurdles,TFRRS all_performances
"Williams, Peta-Gay",Florida State,ACC,100H,2016,FR-1,,,13.65,s,Rafer Johnson-Jackie Joyner Kersee Invitational,2016-04-09,,,-2.4,Outdoor,https://www.tfrrs.org/results/43382/2783993/Rafer_Johnson-Jackie_Joyner_Kersee_Invitational/100-Hurdles,TFRRS all_performances
"Dorsett, Shaquania",Florida State,ACC,400m,2016,FR-1,,,54.01,s,Rafer Johnson-Jackie Joyner Kersee Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43382/2783982/Rafer_Johnson-Jackie_Joyner_Kersee_Invitational/400-Meters,TFRRS all_performances
