athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Thompson, Alyssa",Arizona,Big 12,400m,2018,SR-4,,,55.40,seconds,2018 Desert Heat Classic,2018-04-28,,,,Outdoor,https://www.tfrrs.org/results/56056/3477491/2018_Desert_Heat_Classic/400-Meters,TFRRS all_performances
"Waggoner, Tatum",Arizona,Big 12,400m,2018,JR-3,,,52.60,seconds,2018 Desert Heat Classic,2018-04-28,,,,Outdoor,https://www.tfrrs.org/results/56056/3477491/2018_Desert_Heat_Classic/400-Meters,TFRRS all_performances
"Thompson, Alyssa",Arizona,Big 12,100H,2018,SR-4,,,14.26,seconds,Pac-12 Combined Events Championships,2018-05-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/55279/3496639/Pac-12_Combined_Events_Championships/100-Hurdles,TFRRS all_performances
"Thompson, Alyssa",Arizona,Big 12,100H,2018,SR-4,,,14.26,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,+0.0,Outdoor,https://www.tfrrs.org/results/55278/3508264/2018_Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Pahlitzsch, Karolina",Arizona,Big 12,400H,2018,SR-4,,,59.34,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,,Outdoor,https://www.tfrrs.org/results/55278/3508236/2018_Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Sutton, April",Arizona,Big 12,400H,2018,SO-2,,,1:02.94,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,,Outdoor,https://www.tfrrs.org/results/55278/3508236/2018_Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Bryant, Malia",Arizona,Big 12,400m,2018,SO-2,,,55.03,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,,Outdoor,https://www.tfrrs.org/results/55278/3508258/2018_Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Gajda, Diana",Arizona,Big 12,400m,2018,JR-3,,,54.40,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,,Outdoor,https://www.tfrrs.org/results/55278/3508258/2018_Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Waggoner, Tatum",Arizona,Big 12,400m,2018,JR-3,,,51.89,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,,Outdoor,https://www.tfrrs.org/results/55278/3508258/2018_Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Waggoner, Tatum",Arizona,Big 12,400m,2018,JR-3,,,53.08,seconds,2018 Pac-12 Track & Field Championships,2018-05-12,,,,Outdoor,https://www.tfrrs.org/results/55278/3508258/2018_Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Waggoner, Tatum",Arizona,Big 12,400m,2018,JR-3,,,52.86,seconds,NCAA West Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57100/3515431/NCAA_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Waggoner, Tatum",Arizona,Big 12,400m,2018,JR-3,,,53.15,seconds,NCAA West Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57100/3515431/NCAA_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Quackenbush, Ellie",BYU,Big 12,400m,2018,SO-2,,,55.80,seconds,USC Trojan Invitational,2018-03-16,,,,Outdoor,https://www.tfrrs.org/results/54970/3349788/USC_Trojan_Invitational/400-Meters,TFRRS all_performances
"Brown, Courtney",BYU,Big 12,100H,2018,JR-3,,,18.45,seconds,40th Annual Aztec Open,2018-03-23,,,-1.7,Outdoor,https://www.tfrrs.org/results/52944/3363414/40th_Annual_Aztec_Open/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,14.30,seconds,40th Annual Aztec Open,2018-03-23,,,-1.8,Outdoor,https://www.tfrrs.org/results/52944/3363414/40th_Annual_Aztec_Open/100-Hurdles,TFRRS all_performances
"Appiah, Margaret",BYU,Big 12,100H,2018,SR-4,,,15.43,seconds,40th Annual Aztec Invitational,2018-03-24,,,0.6,Outdoor,https://www.tfrrs.org/results/52948/3366236/40th_Annual_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Brown, Courtney",BYU,Big 12,100H,2018,JR-3,,,17.79,seconds,40th Annual Aztec Invitational,2018-03-24,,,0.1,Outdoor,https://www.tfrrs.org/results/52948/3366236/40th_Annual_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.97,seconds,40th Annual Aztec Invitational,2018-03-24,,,0.6,Outdoor,https://www.tfrrs.org/results/52948/3366236/40th_Annual_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Yetter, Lindsay",BYU,Big 12,100H,2018,SO-2,,,15.31,seconds,40th Annual Aztec Invitational,2018-03-24,,,0.6,Outdoor,https://www.tfrrs.org/results/52948/3366236/40th_Annual_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Hedgepeth, Christina",BYU,Big 12,400m,2018,SR-4,,,58.41,seconds,40th Annual Aztec Invitational,2018-03-24,,,,Outdoor,https://www.tfrrs.org/results/52948/3366242/40th_Annual_Aztec_Invitational/400-Meters,TFRRS all_performances
"Porter, Brenna",BYU,Big 12,400H,2018,JR-3,,,57.33,seconds,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,,Outdoor,https://www.tfrrs.org/results/53836/3382120/Home_Depot_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Porter, Brenna",BYU,Big 12,400H,2018,JR-3,,,59.72,seconds,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,,Outdoor,https://www.tfrrs.org/results/53836/3382120/Home_Depot_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Brown, Courtney",BYU,Big 12,100H,2018,JR-3,,,18.01,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,-1.3,Outdoor,https://www.tfrrs.org/results/55512/3379989/2018_UVU_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,100H,2018,JR-3,,,14.96,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,-0.2,Outdoor,https://www.tfrrs.org/results/55512/3379989/2018_UVU_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,14.07,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,-0.2,Outdoor,https://www.tfrrs.org/results/55512/3379989/2018_UVU_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
"Yetter, Lindsay",BYU,Big 12,100H,2018,SO-2,,,14.52,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,-0.2,Outdoor,https://www.tfrrs.org/results/55512/3379989/2018_UVU_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,400H,2018,JR-3,,,1:03.32,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,,Outdoor,https://www.tfrrs.org/results/55512/3379992/2018_UVU_Collegiate_Invitational/400-Hurdles,TFRRS all_performances
"Welling, Naomi",BYU,Big 12,400H,2018,SO-2,,,1:02.30,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,,Outdoor,https://www.tfrrs.org/results/55512/3379992/2018_UVU_Collegiate_Invitational/400-Hurdles,TFRRS all_performances
"Parkinson, Whitney",BYU,Big 12,400m,2018,FR-1,,,1:02.57,seconds,2018 UVU Collegiate Invitational,2018-03-30,,,,Outdoor,https://www.tfrrs.org/results/55512/3379978/2018_UVU_Collegiate_Invitational/400-Meters,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,100H,2018,JR-3,,,15.15,seconds,Utah/Weber State Spring Classic,2018-04-06,,,1.1,Outdoor,https://www.tfrrs.org/results/54016/3403749/Utah_Weber_State_Spring_Classic/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,400H,2018,JR-3,,,1:03.24,seconds,Utah/Weber State Spring Classic - Day 1,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55876/3401689/Utah_Weber_State_Spring_Classic_-_Day_1/400-Hurdles,TFRRS all_performances
"Welling, Naomi",BYU,Big 12,400H,2018,SO-2,,,1:02.63,seconds,Utah/Weber State Spring Classic - Day 1,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55876/3401689/Utah_Weber_State_Spring_Classic_-_Day_1/400-Hurdles,TFRRS all_performances
"Hedgepeth, Christina",BYU,Big 12,400m,2018,SR-4,,,58.86,seconds,Utah/Weber State Spring Classic - Day 1,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55876/3401680/Utah_Weber_State_Spring_Classic_-_Day_1/400-Meters,TFRRS all_performances
"Mathews, Madie",BYU,Big 12,400m,2018,JR-3,,,1:00.54,seconds,Utah/Weber State Spring Classic - Day 1,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55876/3401680/Utah_Weber_State_Spring_Classic_-_Day_1/400-Meters,TFRRS all_performances
"Parkinson, Whitney",BYU,Big 12,400m,2018,FR-1,,,1:01.17,seconds,Utah/Weber State Spring Classic - Day 1,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55876/3401680/Utah_Weber_State_Spring_Classic_-_Day_1/400-Meters,TFRRS all_performances
"Porter, Brenna",BYU,Big 12,400H,2018,JR-3,,,58.83,seconds,Oregon Pepsi Invitational,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/54397/3404994/Oregon_Pepsi_Invitational/400-Hurdles,TFRRS all_performances
"Pinnock, Cassidy",BYU,Big 12,400m,2018,SO-2,,,56.78,seconds,Oregon Pepsi Invitational,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/54397/3405007/Oregon_Pepsi_Invitational/400-Meters,TFRRS all_performances
"Rawlinson, Lauren",BYU,Big 12,400m,2018,SO-2,,,57.01,seconds,Oregon Pepsi Invitational,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/54397/3405007/Oregon_Pepsi_Invitational/400-Meters,TFRRS all_performances
"Brown, Courtney",BYU,Big 12,100H,2018,JR-3,,,16.49,seconds,Mark Faldmo Invitational,2018-04-13,,,2.0,Outdoor,https://www.tfrrs.org/results/55110/3430776/Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,100H,2018,JR-3,,,15.05,seconds,Mark Faldmo Invitational,2018-04-13,,,1.2,Outdoor,https://www.tfrrs.org/results/55110/3430776/Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.69,seconds,Mark Faldmo Invitational,2018-04-13,,,1.2,Outdoor,https://www.tfrrs.org/results/55110/3430776/Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
"Yetter, Lindsay",BYU,Big 12,100H,2018,SO-2,,,14.68,seconds,Mark Faldmo Invitational,2018-04-13,,,1.2,Outdoor,https://www.tfrrs.org/results/55110/3430776/Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,400H,2018,JR-3,,,1:02.72,seconds,Mark Faldmo Invitational,2018-04-13,,,,Outdoor,https://www.tfrrs.org/results/55110/3430752/Mark_Faldmo_Invitational/400-Hurdles,TFRRS all_performances
"Welling, Naomi",BYU,Big 12,400H,2018,SO-2,,,1:01.91,seconds,Mark Faldmo Invitational,2018-04-13,,,,Outdoor,https://www.tfrrs.org/results/55110/3430752/Mark_Faldmo_Invitational/400-Hurdles,TFRRS all_performances
"Hedgepeth, Christina",BYU,Big 12,400m,2018,SR-4,,,57.41,seconds,Mark Faldmo Invitational,2018-04-13,,,,Outdoor,https://www.tfrrs.org/results/55110/3430783/Mark_Faldmo_Invitational/400-Meters,TFRRS all_performances
"Monteverde-Dalton, Alyssa",BYU,Big 12,100H,2018,SR-4,,,13.62,seconds,Mt. SAC Relays,2018-04-19,,,0.4,Outdoor,https://www.tfrrs.org/results/56509/3454456/Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
"Pinnock, Cassidy",BYU,Big 12,400m,2018,SO-2,,,55.49,seconds,Mt. SAC Relays,2018-04-19,,,,Outdoor,https://www.tfrrs.org/results/56509/3454434/Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Quackenbush, Ellie",BYU,Big 12,400m,2018,SO-2,,,54.84,seconds,Mt. SAC Relays,2018-04-19,,,,Outdoor,https://www.tfrrs.org/results/56509/3454434/Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Rawlinson, Lauren",BYU,Big 12,400m,2018,SO-2,,,55.45,seconds,Mt. SAC Relays,2018-04-19,,,,Outdoor,https://www.tfrrs.org/results/56509/3454434/Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Appiah, Margaret",BYU,Big 12,100H,2018,SR-4,,,15.27,seconds,2018 BYU Robison Invitational,2018-04-26,,,-1.1,Outdoor,https://www.tfrrs.org/results/56765/3480983/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Brown, Courtney",BYU,Big 12,100H,2018,JR-3,,,16.61,seconds,2018 BYU Robison Invitational,2018-04-26,,,-1.1,Outdoor,https://www.tfrrs.org/results/56765/3480983/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,100H,2018,JR-3,,,14.73,seconds,2018 BYU Robison Invitational,2018-04-26,,,0.4,Outdoor,https://www.tfrrs.org/results/56765/3476056/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.64,seconds,2018 BYU Robison Invitational,2018-04-26,,,2.0,Outdoor,https://www.tfrrs.org/results/56765/3476056/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.77,seconds,2018 BYU Robison Invitational,2018-04-26,,,-1.2,Outdoor,https://www.tfrrs.org/results/56765/3480983/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.78,seconds,2018 BYU Robison Invitational,2018-04-26,,,0.2,Outdoor,https://www.tfrrs.org/results/56765/3476056/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Monteverde-Dalton, Alyssa",BYU,Big 12,100H,2018,SR-4,,,13.20,seconds,2018 BYU Robison Invitational,2018-04-26,,,2.0,Outdoor,https://www.tfrrs.org/results/56765/3476056/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Monteverde-Dalton, Alyssa",BYU,Big 12,100H,2018,SR-4,,,13.45,seconds,2018 BYU Robison Invitational,2018-04-26,,,0.4,Outdoor,https://www.tfrrs.org/results/56765/3476056/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Yetter, Lindsay",BYU,Big 12,100H,2018,SO-2,,,14.42,seconds,2018 BYU Robison Invitational,2018-04-26,,,-1.2,Outdoor,https://www.tfrrs.org/results/56765/3480983/2018_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Gunnerson, Kaitlyn",BYU,Big 12,400H,2018,JR-3,,,1:03.36,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476073/2018_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Monteverde-Dalton, Alyssa",BYU,Big 12,400H,2018,SR-4,,,1:00.12,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476073/2018_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Porter, Brenna",BYU,Big 12,400H,2018,JR-3,,,1:01.95,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476073/2018_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Welling, Naomi",BYU,Big 12,400H,2018,SO-2,,,1:01.60,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476073/2018_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Hedgepeth, Christina",BYU,Big 12,400m,2018,SR-4,,,57.29,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476082/2018_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Parkinson, Whitney",BYU,Big 12,400m,2018,FR-1,,,1:02.03,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476082/2018_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Pinnock, Cassidy",BYU,Big 12,400m,2018,SO-2,,,55.76,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476082/2018_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Quackenbush, Ellie",BYU,Big 12,400m,2018,SO-2,,,54.49,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476082/2018_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Rawlinson, Lauren",BYU,Big 12,400m,2018,SO-2,,,55.37,seconds,2018 BYU Robison Invitational,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56765/3476082/2018_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Hedgepeth, Christina",BYU,Big 12,400m,2018,SR-4,,,57.72,seconds,Weber State Twilight Meet,2018-05-02,,,,Outdoor,https://www.tfrrs.org/results/56669/3486884/Weber_State_Twilight_Meet/400-Meters,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,14.03,seconds,Sacramento State Open,2018-05-05,,,0.9,Outdoor,https://www.tfrrs.org/results/54044/3493715/Sacramento_State_Open/100-Hurdles,TFRRS all_performances
"Porter, Brenna",BYU,Big 12,400H,2018,JR-3,,,58.20,seconds,Sacramento State Open,2018-05-05,,,,Outdoor,https://www.tfrrs.org/results/54044/3493693/Sacramento_State_Open/400-Hurdles,TFRRS all_performances
"Welling, Naomi",BYU,Big 12,400H,2018,SO-2,,,1:02.59,seconds,Sacramento State Open,2018-05-05,,,,Outdoor,https://www.tfrrs.org/results/54044/3493693/Sacramento_State_Open/400-Hurdles,TFRRS all_performances
"Rawlinson, Lauren",BYU,Big 12,400m,2018,SO-2,,,55.48,seconds,Sacramento State Open,2018-05-05,,,,Outdoor,https://www.tfrrs.org/results/54044/3493707/Sacramento_State_Open/400-Meters,TFRRS all_performances
"Appiah, Margaret",BYU,Big 12,100H,2018,SR-4,,,15.44,seconds,2018 BYU Cougar Invitational,2018-05-11,,,-0.6,Outdoor,https://www.tfrrs.org/results/57032/3510392/2018_BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.59,seconds,2018 BYU Cougar Invitational,2018-05-11,,,-0.6,Outdoor,https://www.tfrrs.org/results/57032/3510392/2018_BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
"Monteverde-Dalton, Alyssa",BYU,Big 12,100H,2018,SR-4,,,13.48,seconds,2018 BYU Cougar Invitational,2018-05-11,,,-0.6,Outdoor,https://www.tfrrs.org/results/57032/3510392/2018_BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
"Porter, Brenna",BYU,Big 12,400H,2018,JR-3,,,58.30,seconds,2018 BYU Cougar Invitational,2018-05-11,,,,Outdoor,https://www.tfrrs.org/results/57032/3506093/2018_BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
"Welling, Naomi",BYU,Big 12,400H,2018,SO-2,,,1:02.54,seconds,2018 BYU Cougar Invitational,2018-05-11,,,,Outdoor,https://www.tfrrs.org/results/57032/3506093/2018_BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
"Hedgepeth, Christina",BYU,Big 12,400m,2018,SR-4,,,57.49,seconds,2018 BYU Cougar Invitational,2018-05-11,,,,Outdoor,https://www.tfrrs.org/results/57032/3506129/2018_BYU_Cougar_Invitational/400-Meters,TFRRS all_performances
"Monteverde-Dalton, Alyssa",BYU,Big 12,400m,2018,SR-4,,,57.43,seconds,2018 BYU Cougar Invitational,2018-05-11,,,,Outdoor,https://www.tfrrs.org/results/57032/3506129/2018_BYU_Cougar_Invitational/400-Meters,TFRRS all_performances
"Lord, Nicole",BYU,Big 12,100H,2018,SR-4,,,13.84,seconds,NCAA West Preliminary Round,2018-05-24,,,0.4,Outdoor,https://www.tfrrs.org/results/57100/3515432/NCAA_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
