athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
India Lowe,Duke,ACC,400H,2019,,,,59.05,s,Texas Relays,2019-03-30,Prelim,5,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,61.20,s,Texas Relays,2019-03-30,Prelim,19,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Simi Gbadegesin,Duke,ACC,400m,2019,,,,56.88,s,Raleigh Relays,2019-03-30,Final,18,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Virginia Capehart,Duke,ACC,400m,2019,,,,57.17,s,Raleigh Relays,2019-03-30,Final,24,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,Long Jump,2019,,,,5.69,m,Texas Relays,2019-03-30,Heptathlon,8,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Isabel Wakefield,Duke,ACC,Long Jump,2019,,,,5.65,m,Texas Relays,2019-03-30,Heptathlon,10,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,Long Jump,2019,,,,5.74,m,Texas Relays,2019-03-30,Heptathlon,6,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Isabel Wakefield,Duke,ACC,100H,2019,,,,20.01,s,Battle of the Blues,2019-04-06,Final,6,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,100H,2019,,,,14.91,s,Battle of the Blues,2019-04-06,Final,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,100H,2019,,,,13.99,s,Battle of the Blues,2019-04-06,Final,1,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Nikki Merritt,Duke,ACC,100H,2019,,,,14.35,s,Battle of the Blues,2019-04-06,Final,2,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Rivka Arbiv,Duke,ACC,100H,2019,,,,17.03,s,Battle of the Blues,2019-04-06,Final,5,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
India Lowe,Duke,ACC,400H,2019,,,,57.58,s,Battle of the Blues,2019-04-06,Final,1,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,58.65,s,Battle of the Blues,2019-04-06,Final,2,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
MacKenzie Kerr,Duke,ACC,400m,2019,,,,56.25,s,Battle of the Blues,2019-04-06,Final,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Simi Gbadegesin,Duke,ACC,400m,2019,,,,57.00,s,Battle of the Blues,2019-04-06,Final,4,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Isabel Wakefield,Duke,ACC,Long Jump,2019,,,,5.69,m,Battle of the Blues,2019-04-06,Final,4,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Jaida Lemmons,Duke,ACC,Long Jump,2019,,,,5.69,m,Battle of the Blues,2019-04-06,Final,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,Long Jump,2019,,,,5.92,m,Battle of the Blues,2019-04-06,Final,2,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kelcie Simmons,Duke,ACC,Long Jump,2019,,,,5.69,m,Battle of the Blues,2019-04-06,Final,5,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Isabel Wakefield,Duke,ACC,100H,2019,,,,14.20,s,Tennessee Relays,2019-04-13,Final,20,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,100H,2019,,,,14.93,s,Tennessee Relays,2019-04-13,Final,29,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,100H,2019,,,,13.76,s,Tennessee Relays,2019-04-13,Final,13,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Nikki Merritt,Duke,ACC,100H,2019,,,,14.59,s,Tennessee Relays,2019-04-13,Final,27,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
India Lowe,Duke,ACC,400H,2019,,,,60.34,s,Tennessee Relays,2019-04-13,Final,5,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400m,2019,,,,58.99,s,Tennessee Relays,2019-04-13,Final,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Isabel Wakefield,Duke,ACC,Long Jump,2019,,,,5.63,m,Tennessee Relays,2019-04-13,Final,22,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.49,s,Duke Invitational,2019-04-20,Final,1,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Isabel Wakefield,Duke,ACC,100H,2019,,,,14.47,s,Duke Invitational,2019-04-20,Final,14,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,100H,2019,,,,13.72,s,Duke Invitational,2019-04-20,Final,4,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Nikki Merritt,Duke,ACC,100H,2019,,,,14.44,s,Duke Invitational,2019-04-20,Final,13,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,58.51,s,Duke Invitational,2019-04-20,Final,1,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Brittany Aveni,Duke,ACC,400m,2019,,,,54.56,s,Duke Invitational,2019-04-20,Final,2,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
MacKenzie Kerr,Duke,ACC,400m,2019,,,,54.82,s,Duke Invitational,2019-04-20,Final,7,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Simi Gbadegesin,Duke,ACC,400m,2019,,,,57.69,s,Duke Invitational,2019-04-20,Final,35,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Virginia Capehart,Duke,ACC,400m,2019,,,,56.95,s,Duke Invitational,2019-04-20,Final,22,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Rivka Arbiv,Duke,ACC,Long Jump,2019,,,,4.90,m,Duke Invitational,2019-04-20,Final,23,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.53,s,Penn Relays,2019-04-27,Final,4,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.61,s,Penn Relays,2019-04-27,Prelim,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,100H,2019,,,,14.94,s,Virginia Grand Prix,2019-04-27,Final,15,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Rivka Arbiv,Duke,ACC,100H,2019,,,,15.99,s,Virginia Grand Prix,2019-04-27,Final,19,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Simi Gbadegesin,Duke,ACC,400m,2019,,,,56.85,s,Virginia Grand Prix,2019-04-27,Final,10,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,Long Jump,2019,,,,5.60,m,Penn Relays,2019-04-27,Final,13,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.45,s,ACC Championships,2019-05-11,Heptathlon,2,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,100H,2019,,,,14.60,s,ACC Championships,2019-05-11,Heptathlon,7,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,58.33,s,ACC Championships,2019-05-11,Final,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,58.50,s,ACC Championships,2019-05-11,Prelim,2,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
India Lowe,Duke,ACC,400m,2019,,,,53.78,s,ACC Championships,2019-05-11,Final,5,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
India Lowe,Duke,ACC,400m,2019,,,,54.34,s,ACC Championships,2019-05-11,Prelim,8,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
MacKenzie Kerr,Duke,ACC,400m,2019,,,,55.85,s,ACC Championships,2019-05-11,Prelim,14,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,Long Jump,2019,,,,5.91,m,ACC Championships,2019-05-11,Heptathlon,3,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Jaida Lemmons,Duke,ACC,Long Jump,2019,,,,5.40,m,ACC Championships,2019-05-11,Final,26,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Kate Kutzer,Duke,ACC,Long Jump,2019,,,,5.86,m,ACC Championships,2019-05-11,Heptathlon,4,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.49,s,NCAA East Preliminary,2019-05-25,Prelim,23,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.64,s,NCAA East Preliminary,2019-05-25,Quarterfinal,24,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
India Lowe,Duke,ACC,400H,2019,,,,58.96,s,NCAA East Preliminary,2019-05-25,Prelim,19,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
India Lowe,Duke,ACC,400H,2019,,,,62.91,s,NCAA East Preliminary,2019-05-25,Quarterfinal,23,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,58.39,s,NCAA East Preliminary,2019-05-25,Prelim,8,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,57.92,s,NCAA East Preliminary,2019-05-25,Quarterfinal,12,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,100H,2019,,,,13.37,s,NCAA Championships,2019-06-08,Heptathlon,4,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Lauren Hoffman,Duke,ACC,400H,2019,,,,58.79,s,NCAA Championships,2019-06-08,Semifinal,19,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
Erin Marsh,Duke,ACC,Long Jump,2019,,,,6.00,m,NCAA Championships,2019-06-08,Heptathlon,7,,Outdoor,https://static.goduke.com/custompages/web-docs/track/2018-19/2019trackresults.pdf,audited_2026-09-21; Duke official 2019 outdoor season results PDF
