athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Elena Brown-Soler,Duke,ACC,Long Jump,2021,,,,5.92,m,Raleigh Relays,2021-03-25,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,Long Jump,2021,,,,5.85,m,Raleigh Relays,2021-03-25,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,100H,2021,,,,13.32,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elasia Campbell,Duke,ACC,100H,2021,,,,14.55,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,100H,2021,,,,13.41,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Isabel Wakefield,Duke,ACC,100H,2021,,,,14.46,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Zoe Hughes,Duke,ACC,100H,2021,,,,14.00,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Lauren Hoffman,Duke,ACC,400H,2021,,,,58.54,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,400H,2021,,,,61.66,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Carly King,Duke,ACC,400m,2021,,,,54.56,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Iman Sule,Duke,ACC,400m,2021,,,,53.61,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Jenna Crean,Duke,ACC,400m,2021,,,,55.30,s,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brianna Smith,Duke,ACC,Long Jump,2021,,,,5.68,m,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,Long Jump,2021,,,,6.38,m,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elena Brown-Soler,Duke,ACC,Long Jump,2021,,,,6.09,m,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Kate Kutzer,Duke,ACC,Long Jump,2021,,,,5.55,m,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,Long Jump,2021,,,,5.79,m,Virginia Invitational,2021-04-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,100H,2021,,,,13.19,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elasia Campbell,Duke,ACC,100H,2021,,,,13.93,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Danielle Okonta,Duke,ACC,400H,2021,,,,61.93,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Lauren Hoffman,Duke,ACC,400H,2021,,,,58.17,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,400H,2021,,,,61.29,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brittany Aveni,Duke,ACC,400m,2021,,,,52.23,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Carly King,Duke,ACC,400m,2021,,,,54.25,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Iman Sule,Duke,ACC,400m,2021,,,,53.25,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Jenna Crean,Duke,ACC,400m,2021,,,,55.02,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Kiara Ekeigwe,Duke,ACC,400m,2021,,,,60.03,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Leigha Torino,Duke,ACC,400m,2021,,,,58.23,s,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elena Brown-Soler,Duke,ACC,Long Jump,2021,,,,6.10,m,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,Long Jump,2021,,,,5.99,m,Tobacco Road Challenge,2021-04-10,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Lauren Hoffman,Duke,ACC,400H,2021,,,,57.54,s,Virginia Challenge,2021-04-17,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brittany Aveni,Duke,ACC,400m,2021,,,,53.06,s,Virginia Challenge,2021-04-17,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Jenna Crean,Duke,ACC,400m,2021,,,,54.71,s,Virginia Challenge,2021-04-17,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,Long Jump,2021,,,,6.22,m,Virginia Challenge,2021-04-17,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elena Brown-Soler,Duke,ACC,Long Jump,2021,,,,5.99,m,Virginia Challenge,2021-04-17,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,Long Jump,2021,,,,5.32,m,Virginia Challenge,2021-04-17,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brianna Smith,Duke,ACC,100H,2021,,,,14.67,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,100H,2021,,,,13.33,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,100H,2021,,,,13.37,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Kate Kutzer,Duke,ACC,100H,2021,,,,15.05,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Zoe Hughes,Duke,ACC,100H,2021,,,,14.05,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Danielle Okonta,Duke,ACC,400H,2021,,,,63.82,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Carly King,Duke,ACC,400m,2021,,,,55.00,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Hailey Williams,Duke,ACC,400m,2021,,,,58.79,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Iman Sule,Duke,ACC,400m,2021,,,,54.40,s,Charlotte Invitational,2021-04-23,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brianna Smith,Duke,ACC,100H,2021,,,,14.41,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,100H,2021,,,,13.32,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,100H,2021,,,,13.33,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Kate Kutzer,Duke,ACC,100H,2021,,,,15.04,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Zoe Hughes,Duke,ACC,100H,2021,,,,14.08,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Danielle Okonta,Duke,ACC,400H,2021,,,,62.89,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Lauren Hoffman,Duke,ACC,400H,2021,,,,58.59,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Iman Sule,Duke,ACC,400m,2021,,,,52.79,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Jenna Crean,Duke,ACC,400m,2021,,,,54.61,s,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,Long Jump,2021,,,,5.69,m,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elena Brown-Soler,Duke,ACC,Long Jump,2021,,,,5.98,m,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,Long Jump,2021,,,,6.06,m,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,Long Jump,2021,,,,5.77,m,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Zoe Hughes,Duke,ACC,Long Jump,2021,,,,6.06,m,Duke Twilight,2021-05-03,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,100H,2021,,,,13.10,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,100H,2021,,,,13.17,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Danielle Okonta,Duke,ACC,400H,2021,,,,76.98,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Lauren Hoffman,Duke,ACC,400H,2021,,,,56.98,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Nikki Merritt,Duke,ACC,400H,2021,,,,62.28,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brittany Aveni,Duke,ACC,400m,2021,,,,51.60,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Carly King,Duke,ACC,400m,2021,,,,54.41,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elena Brown-Soler,Duke,ACC,400m,2021,,,,53.10,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Iman Sule,Duke,ACC,400m,2021,,,,52.25,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Jenna Crean,Duke,ACC,400m,2021,,,,53.97,s,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,Long Jump,2021,,,,6.06,m,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,Long Jump,2021,,,,5.73,m,ACC Outdoor Championships,2021-05-15,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,100H,2021,,,,12.95,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Erin Marsh,Duke,ACC,100H,2021,,,,13.13,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Lauren Hoffman,Duke,ACC,400H,2021,,,,57.58,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Brittany Aveni,Duke,ACC,400m,2021,,,,51.79,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Elena Brown-Soler,Duke,ACC,400m,2021,,,,53.83,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Iman Sule,Duke,ACC,400m,2021,,,,52.64,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Jenna Crean,Duke,ACC,400m,2021,,,,54.50,s,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
Cha'Mia Rothwell,Duke,ACC,Long Jump,2021,,,,5.89,m,NCAA East Regional,2021-05-29,,,,Outdoor,https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/goduke.com/documents/2022/1/27/2021_22TFXCMediaGuide.pdf,verified Duke official 2021 outdoor results; class year left blank unless separately verified
