athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Chelsea Zoller,Georgia,SEC,400H,2017,FR,,,1:01.95,seconds,SEC Outdoor Track & Field Championships,2017-05-11,Prelim,16,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Makenzi Kopp,Georgia,SEC,400H,2017,FR,,,1:05.21,seconds,Yellow Jacket Invitational,2017-03-18,Final,10,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Makenzi Kopp,Georgia,SEC,400H,2017,FR,,,1:05.83,seconds,Torrin Lawrence Memorial,2017-05-06,Final,4,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Catelyn Schmiedebusch,Georgia,SEC,400H,2017,SR,,,1:07.67,seconds,Yellow Jacket Invitational,2017-03-18,Final,14,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Catelyn Schmiedebusch,Georgia,SEC,400H,2017,SR,,,1:04.26,seconds,Spec Towns Invitational,2017-04-08,Final,9,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Catelyn Schmiedebusch,Georgia,SEC,400H,2017,SR,,,1:03.28,seconds,Torrin Lawrence Memorial,2017-05-06,Final,3,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Amber Tanner,Georgia,SEC,400H,2017,FR,,,1:02.56,seconds,Texas Relays,2017-03-30,Final,48,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kate Hall,Georgia,SEC,Long Jump,2017,SO,,,6.55,meters,Spec Towns Invitational,2017-04-08,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kate Hall,Georgia,SEC,Long Jump,2017,SO,,,6.53,meters,Torrin Lawrence Memorial,2017-05-06,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kate Hall,Georgia,SEC,Long Jump,2017,SO,,,6.67,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kate Hall,Georgia,SEC,Long Jump,2017,SO,,,6.68,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kate Hall,Georgia,SEC,Long Jump,2017,SO,,,6.73,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,1,,Outdoor,https://georgiadogs.com/documents/download/2018/8/3/2017_OutdoorRecap.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kendell Williams,Georgia,SEC,Long Jump,2017,SR,,,6.35,meters,Bulldog Decathlon/Heptathlon,2017-04-08,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kendell Williams,Georgia,SEC,Long Jump,2017,SR,,,6.38,meters,Torrin Lawrence Memorial,2017-05-06,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kendell Williams,Georgia,SEC,Long Jump,2017,SR,,,6.37,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kendell Williams,Georgia,SEC,Long Jump,2017,SR,,,6.43,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-09,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2018/8/3/2017_OutdoorRecap.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,Long Jump,2017,FR,,,5.65,meters,Bulldog Decathlon/Heptathlon,2017-04-08,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,Long Jump,2017,FR,,,5.50,meters,Virginia Challenge,2017-04-21,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,Long Jump,2017,FR,,,5.60,meters,Torrin Lawrence Memorial,2017-05-06,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,Long Jump,2017,FR,,,5.52,meters,SEC Outdoor Track & Field Championships,2017-05-11,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Aliyah Johnson,Georgia,SEC,Long Jump,2017,JR,,,5.56,meters,Bulldog Decathlon/Heptathlon,2017-04-08,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Mary Terry,Georgia,SEC,Long Jump,2017,SO,,,5.32,meters,Bulldog Decathlon/Heptathlon,2017-04-08,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Makenzi Kopp,Georgia,SEC,Long Jump,2017,FR,,,4.30,meters,Bulldog Decathlon/Heptathlon,2017-04-08,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2017,JR,,,6.61,meters,Torrin Lawrence Memorial,2017-05-06,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2017,JR,,,6.44,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2017,JR,,,6.59,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,,,Outdoor,https://georgiadogs.com/documents/download/2017/5/31/2017_Women_Outdoor_Results.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2017,JR,,,6.71,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,2,,Outdoor,https://georgiadogs.com/documents/download/2018/8/3/2017_OutdoorRecap.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
