athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Vanessa Clerveaux,Alabama,SEC,100H,2017,SR,,,13.35,seconds,Jim Bush Collegiate Invitational,2017-04-15,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Vanessa Clerveaux,Alabama,SEC,100H,2017,SR,,,13.28,seconds,War Eagle Invitational,2017-04-22,Prelim,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Vanessa Clerveaux,Alabama,SEC,100H,2017,SR,,,13.36,seconds,War Eagle Invitational,2017-04-22,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Stacey Destin,Alabama,SEC,100H,2017,SO,,,14.33,seconds,Florida State Relays,2017-03-24,Final,6,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Stacey Destin,Alabama,SEC,100H,2017,SO,,,14.18,seconds,Crimson Tide Invitational,2017-04-08,Final,10,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Stacey Destin,Alabama,SEC,100H,2017,SO,,,14.42,seconds,Mount SAC Relays,2017-04-14,Final,21,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Passion Gamble,Alabama,SEC,100H,2017,SR,,,14.61,seconds,Bulldog Relays,2017-03-18,Final,6,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Passion Gamble,Alabama,SEC,100H,2017,SR,,,14.25,seconds,War Eagle Invitational,2017-04-22,Prelim,11,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,1:02.41,seconds,Florida State Relays,2017-03-24,Final,5,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,1:01.16,seconds,Florida Relays,2017-03-31,Final,22,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,1:01.88,seconds,Crimson Tide Invitational,2017-04-08,Final,7,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,59.26,seconds,Jim Bush Collegiate Invitational,2017-04-15,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,1:01.21,seconds,SEC Relays,2017-04-28,Final,8,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,1:01.61,seconds,SEC Outdoor Track & Field Championships,2017-05-11,Prelim,14,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2017,JR,,,1:00.29,seconds,NCAA Division I East Preliminary Round,2017-05-25,First Round,29,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Jada Jackson,Alabama,SEC,400H,2017,SO,,,1:09.06,seconds,Bulldog Relays,2017-03-18,Final,6,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Jada Jackson,Alabama,SEC,400H,2017,SO,,,1:08.34,seconds,Crimson Tide Invitational,2017-04-08,Final,19,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Jada Jackson,Alabama,SEC,400H,2017,SO,,,1:06.03,seconds,War Eagle Invitational,2017-04-22,Final,7,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Quanesha Burks,Alabama,SEC,Long Jump,2017,SR,,,6.44,meters,Jim Bush Collegiate Invitational,2017-04-15,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Quanesha Burks,Alabama,SEC,Long Jump,2017,SR,,,6.72,meters,War Eagle Invitational,2017-04-22,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Quanesha Burks,Alabama,SEC,Long Jump,2017,SR,,,6.90,meters,SEC Relays,2017-04-28,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Quanesha Burks,Alabama,SEC,Long Jump,2017,SR,,,6.82,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,1,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Quanesha Burks,Alabama,SEC,Long Jump,2017,SR,,,6.68,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,2,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Quanesha Burks,Alabama,SEC,Long Jump,2017,SR,,,6.27,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,11,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2017,JR,,,6.21,meters,Bulldog Relays,2017-03-18,Final,1,1.8,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2017 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2017,JR,,,6.31,meters,Crimson Tide Invitational,2017-04-08,Final,1,1.5,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2017 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2017,JR,,,6.46,meters,SEC Relays,2017-04-28,Final,4,2.9,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2017 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2017,JR,,,6.20,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,,-0.6,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2017 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2017,JR,,,6.33,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,,0.5,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2017 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2017,JR,,,5.93,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,,0.0,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2017 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2017,SO,,,5.90,meters,Crimson Tide Invitational,2017-04-08,Final,6,,Outdoor,https://rolltide.com/documents/download/2017/6/19/Outdoor_Track_Field_Notes_Season_Review.pdf,Verified 2017 outdoor result; audited against available season/athlete sources
